p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
5.51425281319712e-06,0.843572318788817,0.636,0.391,0.128057493080877,PP,MLLT3
6.52466003471279e-06,0.39018862334289,0.273,0.079,0.151522179986135,PP,PCDH9
6.70859969260614e-06,0.68384658602461,0.818,0.588,0.155793810661392,PP,FGD4
7.73471306166713e-06,0.492449682985584,0.523,0.254,0.179623241431096,PP,KIAA0040
7.75219776433316e-06,0.295369105094976,0.386,0.145,0.180029288681109,PP,ITGA2
8.90713807331601e-06,0.479480392862102,1,1,0.206850467476618,PP,MALAT1
1.00215663035784e-05,0.483316788785023,0.636,0.323,0.232730834268002,PP,TMEM45B
1.10940522253608e-05,0.379376625619907,1,0.988,0.257637174829554,PP,WTAP
1.26666443650159e-05,0.47207657624326,1,0.982,0.294157482088764,PP,PAX6
1.3418581495297e-05,0.516562723292948,0.886,0.62,0.311619718065283,PP,PRSS23
1.55303159010645e-05,0.314269477238817,0.568,0.262,0.360660526170422,PP,DMD
1.6867645123037e-05,0.63832639251904,0.682,0.407,0.391717322692289,PP,MIR100HG
1.76896290840812e-05,0.333435407898932,0.636,0.339,0.410806256219617,PP,SPTSSB
3.05297820917621e-05,0.616847064654052,0.818,0.535,0.708993129516992,PP,SLC40A1
3.64124480813759e-05,0.602863426127033,1,0.991,0.845606281793792,PP,PAM
4.13711746142237e-05,0.539934365997504,0.977,0.959,0.960762788066118,PP,PCLO
4.68836206957587e-05,0.558510389535125,0.795,0.56,1,PP,FOSB
4.71566562314124e-05,0.414424157786313,1,1,1,PP,CHGB
4.9624841387769e-05,0.437758660717319,0.932,0.805,1,PP,CRIP2
5.32172599951209e-05,0.416833739689838,0.636,0.349,1,PP,LRP12
5.99790322819309e-05,0.413186356778218,1,0.981,1,PP,CLU
7.41702271711907e-05,0.514958743774174,0.932,0.638,1,PP,C16orf45
7.58056015246224e-05,0.751871371056936,0.795,0.597,1,PP,DTNA
9.32944420662325e-05,0.83156170085927,0.659,0.387,1,PP,TRIB1
9.37752397244044e-05,0.560767035837732,0.773,0.537,1,PP,CD44
9.94181272718222e-05,0.494310877952009,0.523,0.267,1,PP,NCEH1
0.000103414129472576,0.621296368966134,0.705,0.486,1,PP,NHSL1
0.000121823748579236,0.522436359350841,0.591,0.351,1,PP,MTMR11
0.000127592169884698,0.718233465938159,0.955,0.936,1,PP,SQSTM1
0.000136818909476583,0.296808926161952,0.909,0.738,1,PP,PRKACB
0.000137004092427475,0.376560237418439,0.864,0.664,1,PP,GUCY1A3
0.000151016416636779,0.410635242319392,0.75,0.548,1,PP,RGS2
0.000177460986475359,0.399023175651057,0.523,0.288,1,PP,KCNJ8
0.000182189191708598,0.332662771096866,0.545,0.296,1,PP,KCNH6
0.000188731394114957,0.328205296104689,0.591,0.374,1,PP,KCTD6
0.000208725486984959,0.608673216127053,0.614,0.38,1,PP,PON3
0.000208929017222665,0.464571349794769,0.591,0.419,1,PP,GLRX
0.000210050052173406,0.611134427858863,0.955,0.91,1,PP,C5orf45
0.000210332583557347,0.510478565206676,0.864,0.649,1,PP,DSG2
0.000212416313010857,0.38004787260832,0.455,0.235,1,PP,TMEM144
0.000213347601097436,0.378634343723444,0.659,0.431,1,PP,TJP2
0.000216342623455429,0.485040997896268,0.977,0.877,1,PP,ZFAND5
0.000234449060361243,0.361865547589082,0.75,0.541,1,PP,ZFP36
0.000357701501068142,0.299173398715077,0.477,0.24,1,PP,PRKAR2B
0.000429598393663953,0.423492588679336,0.75,0.529,1,PP,USH1C
0.000433209544812455,0.347729555429915,0.977,0.981,1,PP,SEC11C
0.000450388982204956,0.340237231525496,1,1,1,PP,HNRNPH1
0.000459866568489212,0.545779471270114,0.977,0.791,1,PP,QDPR
0.000529068103670571,0.599234885797628,0.955,0.763,1,PP,MEIS1
0.000530420206976155,0.296756842942691,0.841,0.592,1,PP,SPATS2L
0.000571954911913649,0.526514959587485,0.864,0.801,1,PP,KCNMB2
0.000613866027985957,0.416270090820289,1,0.996,1,PP,ACTG1
0.000629595321944381,0.477075298189322,1,1,1,PP,ACTB
0.000640052606695247,0.451570819068892,0.864,0.769,1,PP,TMEM50A
0.000664974306928387,0.338144253758382,0.614,0.403,1,PP,SCIN
0.000689089580346117,0.339205941929024,0.955,0.877,1,PP,PDK3
0.000692214288893042,0.362221644917967,0.955,0.832,1,PP,ARID4A
0.000715503136240921,0.524192450580074,0.955,0.92,1,PP,ISL1
0.000846430126316953,0.600314493399459,0.795,0.665,1,PP,CPNE8
0.000924671392000494,0.295270302931759,0.364,0.186,1,PP,B3GALT2
0.000952067545290311,0.406596215659359,0.5,0.274,1,PP,RALYL
0.000992361023164598,0.345074853507873,0.932,0.845,1,PP,PDGFA
0.00107245785722732,0.338247609698718,1,0.951,1,PP,PPP3CA
0.00109135707451048,0.328598946373233,0.977,0.973,1,PP,NPC2
0.00116182064343834,0.30590843593172,0.341,0.16,1,PP,ZDHHC8P1
0.00144129313423996,0.430132569141675,0.5,0.305,1,PP,RNASE4
0.00147449748277647,0.400757507538165,0.568,0.373,1,PP,PLSCR4
0.00159481953295813,0.381107710291131,0.795,0.624,1,PP,TDP2
0.00167650983439209,0.595027138552906,0.795,0.609,1,PP,SOX4
0.00168485882533491,0.299317362881516,0.409,0.223,1,PP,LIPH
0.00185557798134995,0.423325327091287,1,0.982,1,PP,SRSF11
0.00200006576767833,0.449654709720287,0.705,0.512,1,PP,FOXP2
0.00211228414592875,0.761377776847291,0.841,0.739,1,PP,MYO1B
0.0021177197750284,0.327851308133125,1,1,1,PP,FTL
0.00212954157251723,0.382408142126021,0.955,0.859,1,PP,SPTBN1
0.0021937108871515,0.389523454979086,0.955,0.767,1,PP,FNDC3B
0.0022184100680799,0.442571448566142,0.818,0.658,1,PP,ACTN1
0.00288573993680038,0.318144430062403,0.659,0.434,1,PP,SPATA13
0.00295654885212463,0.352113468697204,0.75,0.558,1,PP,ARHGEF3
0.00297085450328192,0.486429857116204,1,0.972,1,PP,MLL5
0.0030601469118847,0.825638270229447,0.364,0.217,1,PP,TFPI
0.00306103689307415,0.57912477701225,0.909,0.805,1,PP,VMP1
0.00324124916525465,0.362414291091446,1,0.996,1,PP,DSTN
0.00332197238722283,0.449158595603866,0.955,0.923,1,PP,TSPAN7
0.00343255430575088,0.43613808639173,0.977,0.959,1,PP,LIMCH1
0.00351853027713637,0.366917791821695,0.932,0.886,1,PP,VPS29
0.00364334879066829,0.364443235827717,0.977,0.962,1,PP,ARPC2
0.00383195415257429,0.523817490990742,1,0.961,1,PP,FOS
0.00432078142614853,0.301980693531773,0.659,0.476,1,PP,MAF
0.00434737179123938,0.532737183363999,0.614,0.433,1,PP,SSFA2
0.00440817290545823,0.450900487968474,0.886,0.784,1,PP,ACADVL
0.00544331421436226,0.414046042061696,0.909,0.852,1,PP,CD81
0.00553478150159262,0.301634003366522,0.75,0.577,1,PP,KIAA0240
0.00583149492906321,0.387082814047056,0.818,0.611,1,PP,NEO1
0.00590035797933332,0.468492337312254,0.909,0.845,1,PP,TRA2B
0.00636584396859602,0.401584879622326,0.977,0.958,1,PP,GFPT1
0.00655998931994616,0.33488187302413,0.977,0.951,1,PP,TUSC3
0.00688753909730217,0.408993236286126,0.841,0.746,1,PP,CGGBP1
0.00690395046973708,0.297769177093204,0.5,0.332,1,PP,INPP4B
0.00704253306315626,0.306117146501675,0.955,0.897,1,PP,MAGED1
0.00712308875632135,0.354508247422625,0.386,0.248,1,PP,GPATCH1
0.007296271942085,0.372418442096825,0.432,0.278,1,PP,MXD4
0.00733031263833978,0.460685801274515,0.955,0.935,1,PP,FOXP1
0.00762362585486555,0.361579053045358,0.636,0.456,1,PP,TCTN1
0.00769558533768993,0.347001841886605,0.682,0.539,1,PP,CSPP1
0.0077449575452066,0.31203834731901,0.568,0.392,1,PP,JMY
0.00792665606392286,0.408232102521428,0.477,0.305,1,PP,SNRK
0.00814203993724494,0.343578407072925,0.773,0.601,1,PP,C20orf11
0.00834115133146913,0.319575851740062,0.795,0.662,1,PP,KIAA0528
0.00843435283598877,0.328679292783185,0.75,0.55,1,PP,GLUL
0.00856181258494988,0.527942674658826,0.909,0.944,1,PP,MIR7-3HG
0.00870182320065313,0.345669621634227,0.659,0.541,1,PP,FMR1
0.00874118103320884,0.336273489613724,0.818,0.754,1,PP,PSIP1
0.00903637415529942,0.346109384247592,0.273,0.138,1,PP,ERAP2
0.00910298740451189,0.30704651731821,0.727,0.513,1,PP,MYO10
0.00921543488699035,0.352011337041348,0.864,0.765,1,PP,VEZF1
0.0092361653293231,0.332036348059091,0.932,0.927,1,PP,FNIP1
0.00930388581500977,0.3191283212502,0.341,0.19,1,PP,SEL1L3
0.0093538858393717,0.623465238426624,0.659,0.488,1,PP,KIAA0319
0.00941222908005594,0.337565433861925,0.75,0.642,1,PP,CLTA
0.00943178939044831,0.337226329955947,0.864,0.73,1,PP,OSBPL9
0.00964970658466552,0.379056806587876,0.636,0.488,1,PP,WWP1
